museum_name,name,rating,review
Museum Kota Lama,Faizal Suarsy,5.0,nice place..Visited on Weekend Wait time No wait Reservation recommended Not sure …More
Museum Kota Lama,Audi Rizka Pratama,5.0,Good
Museum Kota Lama,Bayu Candra,5.0,Good
Museum Kota Lama,Mohamad Moh Rondi,4.0,okVisited on Public holiday …More
Museum Kota Lama,Jojok Sadikin,3.0,No one goes thereVisited on Weekend Wait time No wait Reservation recommended No …More
Museum Kota Lama,Lisha Billa,5.0,Good
Museum Kota Lama,Sutriyono Triyono,5.0,NICE
Museum Kota Lama,Foxy Noxy,5.0,"(Translated by Google) The mini museum is quite informative for the visitors. Very suitable for historical and educational tours for children..even for adults it will still feel interesting. Here you will be treated to information on the history of the old city of Semarang and some information about the old railway lines in Semarang, which the Guide clearly and concisely narrates, accompanied by an LCD Projector with 3D nuances that adds to its allure. There are also some historical relics that are also neatly lined up in some parts of the museum space. The duration of the visit is divided into several sessions, when you take a free ticket in the Lunpia application, you can choose the time session you want (quota applies). Like most places...here also implements a health protocol for visitors, accompanied by a Peduli Protect application or a vaccination letter. The staff are all friendly and informative. The unique part is....here we have to take off our shoes/slippers. The staff will ask visitors to take off their shoes, lend a bag to carry our footwear during the tour inside the museum . That's cute. 😂 And one important thing is...we are not allowed to do things like vlogging or take photos/videos with professional cameras for the sake of similar content/commercials. But if it's only for personal documentation with a cellphone camera / simple camera...then it's allowed. The museum is closed every Monday. Opening time from 09.00-10.00 Closing time 15.00-15.30. Enjoy the Tour !! (Original) Museum mini yang cukup informatif bagi para pengunjung. Sangat cocok untuk wisata sejarah dan edukasi bagi anak-anak..bahkan bagi usia dewasa pun akan tetap terasa menarik. Di sini anda akan disuguhi informasi sejarah kota lama Semarang dan beberapa informasi mengenai jalur kereta api tempo dulu di Semarang, yang dengan lugas dan jelas diceritakan oleh Guide..disertai dengan LCD Projector nuansa 3D yang menambah daya pikatnya. Pun ada juga beberapa barang peninggalan sejarah yang turut pula berjajar rapi di dalam beberapa bagian ruang museum. Durasi kunjungan terbagi dalam beberapa sesi,saat anda mengambil tiket gratis di aplikasi Lunpia,maka anda dapet memilih sesi waktu yang anda inginkan ( kuota berlaku ). Seperti kebanyakan tempat...di sini pun menerapkan protokol kesehatan bagi pengunjung, disertai aplikasi Peduli Lindungi ataupun surat vaksinasi. Staff semua ramah dan informatif. The unique part is....here we have to take off our shoes/slippers. Pihak staff akan meminta pengunjung melepas alas kaki, meminjamkan tas untuk tempat membawa alas kaki kita selama tour di dalam museum 😁. That's cute. 😂 Dan satu hal yang penting adalah...kita tidak diperbolehkan melakukan hal sejenis vlogging ataupun mengambil foto/video dengan professional camera demi kepentingan konten/komersial sejenis. Namun apabila hanya untuk dokumentasi pribadi saja dengan kamera hp/ kamera simple..maka diperbolehkan. Museum tutup tiap hari Senin. Waktu buka mulai kisaran pk 09.00- 10.00 Waktu tutup pk 15.00-15.30. Enjoy the Tour !!"
Museum Kota Lama,Yohana Defrita Rufikasari,5.0,"(Translated by Google) A museum that combines immersive technology with the history of Semarang to the history of the Old City of Semarang. The tour guide is also quite interactive and masters historical material. We recommend ordering tickets the day before through the lunpia app. Fill in your personal data and select the desired session. Then on the day and time of the session you choose, arrive early (don't be late). The officer will ask us: 1. Check in on the careprotect application 2. Check the QR code from ticket booking 3. Check body temperature 4. Take off your shoes and put them in a cloth bag for each of us to take with us during the museum tour. 5. If a large bag such as a backpack will be asked by the officer to be stored in a locker. 6. When it is time, the tour guide will start guiding the participants. Participants are approximately 20 people per session. During the tour we are NOT ALLOWED TO RECORD to be monitored, aka we are not allowed to make vlogs. Not allowed to shoot with a professional camera. If you want to take photos/record for Instagram content needs with a cellphone, that's okay. For about 30 minutes we are invited to get to know Semarang and the formation of the old city. Including the findings of the former SJS railway company tram depot under the museum. It doesn't hurt to go to the Semarang Old Town Museum. OYes 1 application can be used to book tickets for 2 people. (Original) Museum yang menggabungkan teknologi imersive dengan sejarah Semarang sampai sejarah Kota Lama Semarang. Tour guide juga cukup interaktif dan menguasai materi sejarah. Sebaiknya memesan tiket sehari sebelumnya melalui aplikasi lunpia. Isi data diri dan pilih sesi yang diinginkan. Kemudian di hari dan jam sesi yang dipilih, datanglah lebih awal (jangan terlambat). Petugas akan meminta kita: 1. Check in di aplikasi pedulilindungi 2. Check QR code dari pemesanan tiket 3. Check suhu badan 4. Melepas alas kaki dan menyimpannya di tas kain untuk kita bawa masing-masing selama tur museum. 5. Kalau tas besar seperti ransel akan diminta petugas untuk disimpan di loker. 6. Jika sudah jamnya maka tour guide akan memulai memandu peserta. Peserta kurang lebih 20 orang per sesi. Selama tour kita TIDAK DIPERBOLEHKAN MEREKAM untuk dimonitize alias tidak boleh membuat vlog. Tidak boleh memotret dengan kamera profesional. Kalau mau foto/rekam u/keperluan konten instagram dengan handphone boleh boleh aja. Selama kurang lebih 30 menit kita diajak mengenal Semarang dan terbentuknya Kota lama. Termasuk temuan bekad depo trem perusahaan kereta api SJS di bawah museum. Nggak rugi dolan ke Museum kota lama semarang. OYa 1 aplikasi bisa untuk memesan tiket untuk 2 orang."
Museum Kota Lama,maksum hudaya,5.0,"(Translated by Google) First time visiting the old city museum which is located at the Bubakan roundabout or still in the area of ​​the old city. Here's the summary 1. It is very important to remember that if you want to visit this museum, you cannot directly or buy tickets directly on the spot, but you have to buy tickets online by the Lunpia application (ios & android available). Where each 1 account is a maximum of 2 people (if more than 2, create an account 2). Open every day and of course it's FREE 2. Easy access and for parking there are directions to the museum parking lot next to Indomaret 3. When entering the shoes, both shoes and sandals must be removed and to enjoy the museum 30 minutes and assisted by a tour guide who explains the various history of the old city from time to time 4. Photos or videos are allowed to be uploaded on social media, but content is not allowed. 5. The content is about the history of the old city in a modern way because there is a screen that explains the history of the old city from time to time 6. There is also a collection of historical photos of buildings in the old city and also some items from the past from the old city 7. The most important thing is to be on schedule and keep clean This museum is good for historical education for children or young people. What is certain is that tourists who visit the city of Semarang must stop by. (Original) First time mengunjungi museum kota lama yang berlokasi di bundaran bubakan atau masih area dari kota lama. Berikut untuk rangkumannya 1. Wajib banget diingat kalau mau mengunjungi museum ini tidak bisa langsung atau beli tiket langsung ditempat melainkan harus beli tiket online by aplikasi Lunpia (ios & android ada). Dimana setiap 1 akun maksimal 2 orang saja (kalau lebih dari 2 ya buat akun 2). Setiap hari buka dan pastinya GRATISSS 2. Aksesnya mudah dan untuk parkir ada petunjuk arah parkir museum disebelah indomaret 3. Saat masuk alas kaki dicopot baik sepatu, sendal harus dicopot dan untuk menikmati museum 30 menit dan dibantu oleh tour guide yg menjelaskan berbagai sejarah kota lama dari waktu ke waktu 4. Boleh foto- foto atau video untuk upload di socmed hanya saja tidak boleh dibuat konten. 5. Isinya mengenai sejarah kota lama secara modern karena ada layar yangg menjelaskan sejarah kota lama dari waktu ke waktu 6. Ada juga koleksi foto-foto sejarah bangunan dikota lama dan juga beberapa barang tempo dulu peninggalan kota lama 7. Yang terpenting harus sesuai jadwal dan jaga kebersihan Museum ini bagus buat edukasi sejarah buat anak2 atau anakmuda. Yang pastinya wisatawan yang ke kota semarang wajib mampir deh."
Museum Kota Lama,Prince Lez,4.0,"(Translated by Google) The place is located in the middle of the roundabout. To visit here, you can park in the front area of ​​Indomaret or in the jurnatan shopping area. For the free park area, there is no ticket, the park area is very hot during the day and there is no shelter, so waiting for the museum time to enter is very hot. If you want to enter the museum, you must download the Lunpia application and register there, 1 application is a maximum of 2 people, and you can register on D-7 unless the museum is closed on Mondays. Try not to register on the D day because it will be full. There are 5 sessions a day, and one session is a maximum of 30 people in 30 minutes. The ticket is free, or there is no charge at all. When we enter, we are required to take off our footwear and store it in a cloth bag on loan, we will bring it ourselves until the tour is over. Inside we are presented about the history of the city of Semarang from the time it was formed from the beginning until now, there are also some relics from the past that were found here. Very good for knowledge Semarang people. The way the tour guide explains it is also good and sometimes jokes to lighten the mood. Inside the place is air-conditioned and clean. (Original) Tempatnya terletak di tengah bundaran bubakan. Untuk mengunjungi di sini bisa parkir di area depan indomaret atau di area pertokoan jurnatan. Untuk di area tamannya bebas tidak dikenakan tiket, area taman panas sekali kalau siang dan tidak ada tempat berteduhnya, jadi kalah menunggu jam masuk museum terasa panas sekali. Kalau ingin masuk museumnya harus mendownload aplikasi lunpia dan mendaftar di sana, 1 aplikasi maksimal 2 orang, dan bisa mendaftar H-7 kecuali hari senin museumnya tutup. Diusahakan tidak mendaftar pada hari H karena pasti penuh. Ada 5 sesi sehari, dan satu sesi maksimal berjumlah 30 orang dalam waktu 30menit. Untuk tiketnya gratis alias tidak dikenakan biaya sama sekali. Waktu masuk kita diharuskan melepaskan alas kaki dan menyimpan di tas kain yang dipinjamkan, kita bawa sendiri sampai tour selesai. Di dalam kita disuguhkan tentang sejarah kota semarang dari jaman terbentuk dari awal sampai sekarang, juga ada beberapa peninggalan dari jaman dulu yang ditemukan di sini. Sangat bagus untuk pengetahuan orang semarang. Cara tour guide menjelaskannya juga bagus dan kadang juga bercanda untuk mencairkan suasana. Di dalam tempatnya ber-AC dan bersih."
Museum Kota Lama,Yoga Efendi,5.0,"(Translated by Google) MUST VISIT TO UNDERSTAND! I and a group from the Tourism Office of Sleman DIY and HPI Sleman DIY made a visit to the Old City Museum with the DPC HPI Semarang. We were guided by the sweet Mbak who unfortunately I forgot her name. The explanation is very good, although there are 1-2 pieces of information that need to be corrected regarding past history, but it's not fatal. The service spirit is very good, friendly, and tries to answer every question well. The museum is cool because it uses multimedia (Audio Visual) to make it easier to understand the past history of the Old City of Semarang. Very cool. Moreover, at the end of the session there is a cool song. The tour is about 1 hour and is very good and recommended to visit. Thank you for service. (Original) WAJIB DIKUNJUNGI AGAR PAHAM! Saya bersama rombongan dari Dinas Pariwisata Sleman DIY dan HPI Sleman DIY melakukan kunjungan ke Museum Kota Lama ini bersama DPC HPI Kota Semarang. Kami dipandu oleh Mbak yang manis yang sayangnya saya lupa namanya. Penjelasannya sangat bagus sekali walau ada 1-2 info yang perlu dikoreksi terkait sejarah masa lalu namun itu tidak fatal. Spirit pelayanannya sangat bagus, ramah, dan berusaha menjawab setiap pertanyaan dengan baik. Museumnya keren karena menggunakan multimedia (Audio Visual) agar lebih mudah memahami sejarah masa lalu Kota Lama Semarang. Sangat keren. Apalagi diakhir sesi ada lagunya yang keren. Tournya sekitar 1 jam dan sangat bagus serta recomended untuk dikunjungi. Terimakasih atas pelayanannya."
Museum Kota Lama,Agustin W,5.0,"(Translated by Google) Incoming text can be ordered via the Lumpia application which can be downloaded via the App Store It's still FREE, gaish... Urrraaa....!!!😄 Choose a schedule of days and sessions that are available every hour during operating hours. Starting from 09.00 - 15.00 WIB. 1 Account 1x reservation ticket can be for max 2 people. After filling out the complete reservation form, click Finish, a BARCODE for the booking sign will appear which will later be re-scanned and printed out of ticket paper by the officer before entering the Old City Museum lobby. Don't forget, before entering the lobby door, it is mandatory to scan Check - In Care to protect it, gaish... mandatory! The printed ticket has not been handed over to the customer service officer and visitors will be given shopping bags to carry footwear. After that, wait for the directions from the tour guide to start the room tour of the Old City Museum. (Original) Tikwt masuk bs di pesan lewat applikasi Lumpia yg bs di download via App Store Masih FREE ya gaish... Urrraaa.... !!!😄 Pilih jadwal hari dan sessi yg ada di setiap jam selama jam operasional. Dimulai dr jam 09.00 - 15.00 WIB. 1 Akun 1x tiket reservasi bs untuk max 2org. Setelah mengisi form rrservasi lengkap klik selesai, akan muncul BARCODE tanda booking yg nantinya akan di scan ulang dan di print out kertas tiket oleh petugas sebelum masuk lobby Museum Kota Lama. Jangan lupa Sebelum masuk pintu lobby wajib scan Check - In Peduli Lindungi ya gaish👌☺...wajib! Tiket yg adh tercetak td diserahkan ke petugas customer service dan pengunjung akan dibagikan shopping bag untuk menenteng alas kaki. Sesudah nya tunggu arahan dr tour guide untuk memulai room tour Museum Kota Lama."
Museum Kota Lama,Zahrah,4.0,"(Translated by Google) Gokil Semarang has a museum that is literally reachable It's a shame I didn't go inside yesterday because it was closed BUT that was fun because you can still play and take photos on the page. Clean, nice, the design is not old like a museum in general, but the shape of the building is minimalist, the brick accents also make it homey and great for taking pictures. Here is a fairly clean pool and a glass bridge! They both make it beautiful. There are lots of stairs so each step is not so high (it makes you not tired and makes you great for taking pictures). (Original) Gokil Semarang punya museum yang literally reachable 🤣 Sayang kemarin gak masuk ke dalam karena tutup TAPI that was fun karena tetep bisa main dan foto2 di halamannya. Bersih, bagus, designnya gak tua seperti museum pada umumnya tapi bentuk bangunannya minimalis, aksen batu batanya juga bikin homey dan bgs buat difoto. Berikut ada kolam yg cukup bersih lah dan jembatan kaca! Keduanya bikin cantik gitu loh. Anak tangganya banyak jd setiap anak tangga gak begitu tinggi (bikin gak capek dan bikin bgs buat difoto)."
Museum Kota Lama,Kenanga Art,5.0,"(Translated by Google) Hello.. @semarangpemkot has a new place called the old city museum, you know. Here besides you can see the relics of objects that have historical value. Here also in education about the history of the city of Semarang. We are not only spoiled by the decoration of the place. However, it is also presented with an attractive visual display. Oh yes, if you want to enter here, you must download the Lunpia application, then select the old city museum, and also fill in the participant's personal data after that a QR barcode will appear. Later we just scan the barcode to be exchanged for an entrance ticket. It's free here, including a friendly guide Come on, hurry up and register and enjoy the experience of exploring the city of Semarang from the past to the present (Original) Hallo.. @semarangpemkot punya tempat baru namanya museum kota lama lho. Disini selain kamu bisa melihat peninggalan benda yang memiliki nilai sejarah. Disini juga di edukasi mengenai sejarah kota semarang. Kita tidak hanya dimanjakan dengan dekorasi tempatnya. Namun, juga disuguhkan dengan tampilan visual yang menarik. Oh iya, kalo mau masuk kesini wajib download aplikasi lunpia, lalu pilih museum kota lama, dan juga isi data diri peserta setelah itu nanti akan muncul QR barcode. Nantinya kita tinggal scan barcode untuk ditukar dengan tiket masuk. Disini free lho include pemandu yang ramah Ayo buruan daftar dan nikmatin pengalaman untuk menjelajah kota semarang dari masa lalu hingga masa kini"
Museum Kota Lama,Venny Anggi,5.0,"(Translated by Google) Okay, some time ago I stopped by with a friend here. I can't review it, but I want to share my experience, hehe. For those who ask how much is the htm, the fee is free but you have to register through the Lunpia application first to order tickets. It's cool, it's not complicated. Fill in your personal data and select a visit schedule. You can choose according to the desired session. Every day there are 6 sessions, each session duration is 30-45 minutes. Make sure to book in advance, because the quota is full quickly. Each session, the quota is only 20 people Those who have not booked cannot enter, later there will be an officer who scans the barcode of our booking code at the entrance. Before entering, don't forget to prepare the Care to Protect application or vaccine certificate, OK!! After entering, they are given a tote bag to store footwear, so that the place is kept clean and tidy. Throughout the duration of the visit, there are officers who provide detailed explanations such as tour guides. Even though it's only 30-45 minutes, don't worry, you're still given time to take pictures or chat with the guide if you want to have a discussion. Ohh yes, from the front door to the back door the officers are also very friendly. Those who are curious about the contents, just come right away, OK! Very interesting to visit let alone free right? Don't forget to explore the page and its surroundings too because the place is beautiful for taking photos😂 (Original) Oke beberapa waktu lalu aku mampir sama temen ke sini. Aku gak bisa review tapi aku mau cerita menurut pengalamanku aja, hehe. Buat yg nanya htmnya berapa, biayanya gratis tapi harus registrasi melalui aplikasi Lunpia dulu untuk pesan tiket. Santai, enggak ribet kok. Isi data diri lalu pilih jadwal berkunjung. Bisa pilih sesuai sesi yang diinginkan. Setiap hari ada 6 sesi, setiap sesi durasinya 30-45 menit. Pastikan untuk booking jauh2 hari yaa, karena kuotanya cepet full. Setiap sesi, kuotanya hanya unyuk 20 orang Yang belum booking tidak boleh masuk, nanti ada petugas yg scan barcode kode booking kita di pintu masuk. Sebelum masuk, jangan lupa siapin aplikasi Peduli Lindungi atau sertifikat vaksin, ya!! Setelah masuk diberi totebag untuk menyimpan alas kaki, biar tempatnya tetap bersih dan rapi. Sepanjang durasi kunjungan, ada petugas yg memberi penjelasan detail semacam tour guide gitu. Meskipun hanya 30-45 menit tapi tenang saja tetap diberi waktu untuk berfoto2 atau ngobrol sama guidenya kalo mau diskusi. Ohh ya, dari pintu depan sampai pintu belakang petugasnya juga ramah2 banget. Yang penasaran sama isinya, langsung dateng aja, ya! Sangat menarik untuk dikunjungi🙌 apalagi gratis kaannn? Jangan lupa untuk explore di halaman maupun sekitarnya juga karena tempatnya cakep buat foto2😂"
Museum Kota Lama,Feny Febriana Damayanti,5.0,"(Translated by Google) A must-visit mini museum in Semarang. In order to enter the museum, tickets can be accessed via the Lunpia application and are free. Tickets can be ordered at least 5 days in advance. So it is mandatory to order ahead of time. In addition, visitors can choose the session they want, 1 session only has a quota of 30 people. So you have to hurry. What's in it, you have to come alone to prove it The museum is closed every Monday. Opening time of the first session from 10.00 The closing time for the last session is 15.30. (Original) Museum mini yang wajib dikunjungi di Semarang. Biar bisa masuk museum, tiket bisa diakses lewat aplikasi Lunpia dan gratis. Tiket bisa dipesan minimal 5hari sebelumnya. Jadi wajib pesan jauh"" hari ya. Selain itu pengunjung bisa menentukan sesi yang dimau, 1sesi hanya kuota 30orang. Jadi harus cepet""an ya. Isinya apa aja, musti dateng sendiri sih buat buktiin Museum tutup tiap hari Senin. Waktu buka sesi pertama mulai pukul 10.00 Waktu tutup sesi terakhir pukul 15.30."
Museum Kota Lama,Faizal Adrian,5.0,"(Translated by Google) From the point of view of outside Semarang residents who are overseas in Semarang In addition to the outer shape of the building and garden, which is very elegant from the outside and very pleasing to the eye (as long as it's not hot during the day, bro, Semarang, glare, men), inside there is a museum that we can participate in for free as long as we register through the Lunpia application. Incidentally, I took a tour in the Semarang Old City Museum yesterday (+) there are lots of projector film attractions about the historical explanation of the city of Semarang, the delivery of history which is explained in several stages by a very gokil tour guide, kudos to the tour guide who explains in detail and is easy to understand, and is willing to be discussed when asked a question. (-) because the location of the old city museum is in the middle of a roundabout, yesterday I was confused about where to park where I was from the direction of jl.mt haryono, where I was confused about where to park and where I parked Indomaret in front of the museum, after I finished the museum tour and was taking photos outside I just found out there is a small motorbike parking lot in the south of the museum, In conclusion, good experience with a really great tour guide!, a recommended tourist destination in Semarang (Original) Dari kacamata warga luar semarang yang rantau di semarang Selain bentuk luar bangunan dan taman yang sangat elegan dari luar dan sangat enak untuk dipandang(asalkan jangan siang siang soale panas bro semarang, silau men), didalam nya terdapat museum yang bisa kita ikuti secara gratis asalkan mendaftar melalui aplikasi lunpia. Kebetulan saya ikut tour dalam museum kota lama semarang kemarin (+) banyak sekali atraksi film proyektor ttg penjelasan sejarah kota semarang, penyampaian sejarah yang dijelaskan dalam beberapa babak oleh tour guide yang sangat gokil sekali, kudos buat mas tour guide nya menjelaskan dengan rinci dan mudah dipahami, dan mau diajak diskusi ketika diberi pertanyaan. (-) karena lokasi museum kota lama ini ditengah bundaran jalan gitu, kemarin saya bingung mau parkir dimana saya dari arah jl.mt haryono kebingungan parkir dimana dan jadinya parkir indomaret depan museum, setelah saya selesai tour museum dan sedang foto foto diluar saya baru tau ada tempat parkir motor kecil dibagian selatan museum, Konklusi, good experience with a really great tour guide!, destinasi wisata di semarang yang rekomended"
Museum Kota Lama,Devi Ayuningtyas,5.0,"(Translated by Google) Because I like historical walking tours in the Old City, Semarang, I also really like seeing museums. Fortunately, there is now the Kota Lama Museum, so we can know more deeply that we can explore the relics in Kota Lama more deeply. There are so many relics that we can see in this museum. The explanations from the guides are detailed and easy to understand, so it's a fun time to learn history. In addition to what the guide has explained, we can also ask our guide about other things about the Old City and the museum. The best. When we entered, the health protocol was still running and we were loaned a tote bag for the footwear container when we toured inside, because later the footwear had to be removed. We can park our vehicle next to Indomaret, then walk to the museum. It is highly recommended to be careful when crossing, because the museum is located in the middle of the road. (Original) Karena suka walking tour sejarah di Kota Lama, Semarang aku juga suka banget lihat museum. Untung banget sekarang ada Museum Kota Lama, jadi bisa tau lebih dalam lagi bahwasannya peninggalan-peninggalan yang ada di Kota Lama bisa kita ulik lebih dalam. Banyak banget peninggalan-peninggalan yang bisa kita lihat di museum ini. Penjelasan dari guidenya detail dan mudah dimengerti, jadinya waktu belajar sejarahnya seru. Selain apa yang sudah dijelaskan oleh guidenya kita juga bisa tanya-tanya hal yang lain tentang Kota Lama dan juga museumnya ke guide kita. The best banget. Waktu masuk juga protokol kesehatan masih jalan dan kita dipinjami tote bag untuk wadah alas kaki saat kita tour didalam, karena nantinya alas kaki harus dilepas. Kita bisa parkir kendaraan kita di sebelah Indomaret, lalu jalan kaki menuju museum. Sangat disarankan untuk berhati-hati saat menyebrang, karena museum terletak di tengah-tengah jalan."
Museum Kota Lama,Ai SKY,4.0,"(Translated by Google) 1. To enter the list first through the spring roll application on the playstore, it is recommended to buy a ticket a week before, there is time too. It's still free to register. 2. ""Please arrive at the place 30 minutes earlier, because there is data checking, etc."" That's what it says on the application, but when I want to go there, I really wait, yes, that's around the corner, the door doesn't open at all, if the time hasn't arrived, and there is no security guard in front. Security is in all. So don't be surprised if the door isn't / hasn't been opened yet, okay? 3. There is a guide, so we're going to have a school event, like a tour hehe, but the guides are really nice, there will be a photo session there too. 4. The place is unique inside, especially outside, right at the roundabout in the middle of the highway, so just be careful when crossing. And parking is provided near Indomaret. Thanks to Mr. Ganjar and Mr. Hendi, who have changed this roundabout which has not been useful to be very useful. So much— (Original) 1. Untuk masuknya daftar dulu lewat aplikasi lumpia di playstore ada, nah dianjurkan membeli tiket seminggu sebelumnya, di sana ada waktunya juga. Masih gratis untuk daftar masuknya. 2. ""harap sampai di tempat 30 menit sebelumnya, sebab ada pengecekan data, dll."" tulisan di aplikasi gitu, tapi pas mau ke sana emang bener2 nunggu, ya kurleb segitu, tidak dibuka sama sekali pintunya, jika belum waktunya tiba, dan tidak ada satpam di depan. Satpam adanya di dalam semua. Jadi jangan kaget kalo pintunya tidak/belum dibuka, ya. 3. Ada pemandunya, jadi kita kek acara sekolah gitu, kek tour hehe, tapi para pemandunya baik banget, nanti ada sesi foto juga pas di sana. 4. Untuk tempatnya unik di dalamnya, apalagi di luar, pas di bundaran di tengah2 jalan raya, jadi hati2 saja kalo nyeberang. Dan parkirnya sudah disediakan di dekat Indomaret. Terima kasih kepada Pak Ganjar dan Pak Hendi, yang sudah mengubah tempat bundaran ini yang belum bermanfaat menjadi bermanfaat sekali. Sekian—"
Museum Kota Lama,Kiki Maliana,5.0,"(Translated by Google) One of the new museums in the old city area of ​​Semarang which used to be Bubaan Park, to come here we have to order tickets on the Lunpia Playstore app, it's free. We are only allowed to enter according to the schedule on our tickets, suggestions for those who want to visit should be 10 minutes before the time, because the tour starts on time, there we explain the origin of Semarang in the past, all services are good and the environment is very clean, good for educating children . (Original) Salah satu museum baru di kawasan kota lama semarang yang dulunya adalah taman bubaan, untuk kesini kita harus pesan tiket di app playstore Lunpia, gratis. Kita hanya diperbolehkan masuk sesuai jadwal pada tiket kita, saran untuk yg ingin mengunjungi sebaiknya 10 menit sblm waktunya, karena tour dimulai on time, disitu kita dijelaskan asal mula semarang tempo dulu, semua pelayanan baik dan lingkungan dijaga sekali kebersihannya, bagus untuk edukasi anak anak."
Museum Kota Lama,Wilda Nailufar,5.0,(Translated by Google) The old city museum tells the history of the city of Semarang and also the old city of Semarang. Good for education. Tmpt clean and digitization. There is a tour guide. The free fee is enough to make a reservation via the lunpia application. Friendly staff who can help with photos (Original) Museum kota lama menceritakan sejarah kota semarang dan juga kota lama semarang. Bagus utk edukasi. Tmpt bersih dan digitalisasi. Ada tour guide nya. Biaya gratis cukup reservasi via aplikasi lunpia. Staff ramah2 dapat membantu foto
Museum Kota Lama,Atika Nur Widya Astuti,5.0,"(Translated by Google) It's the first time here, good for education about the history of the city of Semarang. Enter without charge', just order a ticket via the Lunpia application (you can download it in the play store) later we will get a barcode to show the officer when you want to enter. But the time is limited to only 30 minutes per session, each session has 30 people. Thank you (Original) Baru pertama kali kesini, bagus untuk edukasi tentang sejarah kota Semarang. Masuk juga tanpa biaya', cukup pesan tiket lewat aplikasi Lunpia (bisa download di play store) nanti kita dapat barcode untuk ditunjukkan kepada petugas saat mau masuk. Tapi waktunya terbatas hanya 30 menit setiap sesinya, setiap sesi ada 30 orang. Terima kasih."
Museum Kota Lama,0018 Camelia Agustin,5.0,"(Translated by Google) The museum is small but cool! Ordering tickets must use the Lunpia app, htm is free. To visit the museum there are several sessions. The maximum per session is 30 people. During the tour to the museum there will be a guide, and the tour lasts for 30-45 minutes. Don't forget to wear socks when you're here, because when you enter the museum, you have to take off your shoes (Original) Museum nya kecil tapi keren! Pesan tiket harus pakai app Lunpia, htm free. Untuk mengunjungi museum ada beberapa sesi. Per sesi nya maximal 30 orang. Selama tour ke museum akan ada pemandu, dn tour berlangsung selama 30-45mnt. Jangan lupa pakai kaoskaki kalau disini, karena ketika masuk museum alas kaki harus dilepas"
Museum Kota Lama,Lely Elated,5.0,"(Translated by Google) To enter here is free. You can come directly to the museum and the officer will ask you to download the Lunpia application on the Playstore. Later you will be in the data to be able to enter by showing your ID. Here there is a guide who will accompany your journey. Travel time is about 45 minutes. It took quite a while to walk around the museum even though the museum wasn't that big. You have to take off your shoes when you enter. Later, officers will be given a bag to borrow for footwear. The place is very recommended. (Original) Untuk masuk ke sini gratis. Kalian bisa datang langsung ke museum lalu petugas akan meminta kalian untuk mendownload aplikasi lunpia di playstore. Nanti kalian akan di data untuk bisa masuk dengan memperlihatkan ktp. Disini ada guide yang akan menemani perjalanan kalian. Lama perjalanan sekitar 45 menitan. Lumayan lama berkeliling di museum padahal museumnya tidak begitu besar. Kalian harus melepas alas kaki saat masuk. Nanti akan di kasi pinjam tas buat tempat alas kaki oleh petugas. Tempatnya rekomended banget."
Museum Kota Lama,wahyudi imron,5.0,"(Translated by Google) Good place, presenting the city of Semarang. Coming here at the end of 2021, it's not open to the public yet. So a must-visit tour in Semarang.... (Original) Good place, mempresentasikan kota Semarang. Kmrn kesini akhir tahun 2021, belum di buka untuk umum. Jd wisata yg waiib dikunjungin di Semarang...."
Museum Kota Lama,royhaand purnomo,5.0,"(Translated by Google) Coming 1 week after the inauguration, the old city museum has a strategic location, which is in the middle of the road, so there are many access roads to get here... A classically designed museum, but with the addition of a modern impression... Unfortunately it came in the afternoon, at museum hours It's not open yet... A suitable place for a short break from routine, location in the city again... No need to be far"" hehe (Original) Datang 1 Minggu setelah peresmian, museum kota lama mempunyai lokasi yang strategis yaitu ditengah jalan, jadi banyak akses jalan untuk ke sini... Museum yang di desain secara klasik, tapi dengan tambahan kesan modern... Sayangnya datang pas sore, pas jam museum belom buka... Tempat yang cocok Untuk istirahat sejenak dari rutinitas, lokasi di kota lagi... Ga perlu jauh"" hehe"
Museum Kota Lama,bulan jelita,4.0,"(Translated by Google) New icon in the old city area. If you want to know the history of the city of Semarang, you can visit. When entering footwear must be removed. The modern culture only has a less 'Javanese' atmosphere, plus the music that is served is even a hollywood movie soundtrack. There is a guide, it's just that the explanation is less detailed. And there are some monitors are not turned on. (Original) Icon baru di kawasan kota lama. Kalau mau tahu sejarah kota semarang bisa berkunjung. Saat masuk alas kaki harus dilepas. Culkup modern hanya suasana nya kurang 'jawa', plus musik yang disuguhkan malah lagu soundtrack film hollywood. Ada guide hanya saja penjelasan kurang detail. Dan ada beberapa monitor tidak dinyalakan."
Museum Kota Lama,Nadhifa Hasna,5.0,"(Translated by Google) The front of the museum is really good for taking photos, but in the afternoon it's really hot Entering the museum using the free Lunpia application, just register in the application, there is an explanation of the history of Semarang from the past until now using a projector in the room, then there are photos ""explanation of Semarang's history and much more, really worth it, the tour guide is friendly and kind, time want to take a family photo, she offered to take a photo. Even though it's only 30 minutes but it's really fun (Original) Bagian depan museun bagus banget buat foto"", tapi kalo siang panas banget Masuk museum pakai aplikasi lunpia gratis cuma daftar aja di aplikasi, disana dijelasin sejarah semarang jaman dlu hingga sekarang pakai proyektor di ruangan, lalu ada fto"" penjelasan sejarah semarang juga dan masih banyak lagi, worth it banget, tour guide nya ramah dan baik, waktu mau foto sekeluarga mba nya nawarin buat fotokan. Walaupun cuma 30 menit tapi seru banget"
